Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
275,Sleeping Dogs,2012.0,Action,Square Enix,0.06,0.05,0.0,0.02,0.12
276,Alice: Madness Returns,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
277,ArmA III,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12
278,Tropico 5,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
279,Lost Horizon,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12
280,Darkspore,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
281,Stronghold,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11
282,Pro Evolution Soccer 2014,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
283,Stronghold Kingdoms,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.02,0.11
284,18 Wheels of Steel: Extreme Trucker 2,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11
285,Project CARS,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
286,Machinarium,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11
287,Thief (2014),2014.0,Action,Square Enix,0.0,0.09,0.0,0.02,0.11
288,Call of Juarez: The Cartel,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
289,Sonic Generations,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11
290,Tom Clancy's Splinter Cell: Conviction,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
291,The Book of Unwritten Tales,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.11
292,The Whispered World,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1
293,Rome: Total War,2004.0,Strategy,Activision,0.0,0.08,0.0,0.02,0.1
294,Doom 3,2004.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1
295,Total War: WARHAMMER,2016.0,Strategy,Sega,0.0,0.1,0.0,0.01,0.1
296,[Prototype 2],2012.0,Action,Activision,0.07,0.02,0.0,0.01,0.1
297,Harry Potter and the Deathly Hallows - Part 1,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1
298,Harry Potter and the Deathly Hallows - Part 2,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1
299,Age of Empires II: The Age of Kings,1999.0,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.1
300,"Warhammer 40,000: Dawn of War II - Chaos Rising",2010.0,Strategy,THQ,0.08,0.01,0.0,0.01,0.1
301,F1 2014,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
302,Burnout Paradise: The Ultimate Box,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1
303,Rise of the Tomb Raider,2016.0,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1
304,Wasteland 2,2015.0,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.1
305,Skylanders: Spyro's Adventure,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1
306,Halo 2,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1
307,Ghostbusters: The Video Game (DS Version),2010.0,Action,Take-Two Interactive,0.0,0.08,0.0,0.02,0.09
308,Angry Birds: Rio,2011.0,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09
309,Risen 3: Titan Lords,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09
310,Dungeons,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09
311,Medieval II: Total War,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.09
312,Star Wars: Empire at War - Gold Pack,2007.0,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.09
313,NBA 2K16,2015.0,Sports,Take-Two Interactive,0.02,0.06,0.0,0.01,0.09
314,Black & White 2,2005.0,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09
315,Pro Evolution Soccer 2012,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09
316,The Sims 2: Apartment Life,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.09
317,Crysis: Maximum Edition,2009.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.09
318,RollerCoaster Tycoon 3: Platinum,2005.0,Strategy,Atari,0.01,0.06,0.0,0.01,0.09
319,Age of Mythology,2002.0,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09
320,Star Wars: Empire at War,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09
321,Red Faction: Armageddon,2011.0,Shooter,THQ,0.05,0.02,0.0,0.01,0.09
322,Counter-Strike: Source,2004.0,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.09
323,Gray Matter,2011.0,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.09
324,Might & Magic Heroes VII,2015.0,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09
325,Pro Evolution Soccer 2013,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.09
326,Edna & Harvey: Harvey's New Eyes,2011.0,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.09
327,Battlefield 2,2005.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.08
328,Wildlife Park 3,2011.0,Simulation,bitComposer Games,0.0,0.07,0.0,0.02,0.08
329,Sniper: Ghost Warrior 2,2013.0,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08
330,X Rebirth,2013.0,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08
331,Game of Thrones,2012.0,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08
332,Bejeweled 3,2010.0,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08
333,The Sims 2: Ikea Home Stuff,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.08
334,Major League Baseball 2K11,2011.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08
335,Wolfenstein: The Old Blood,2015.0,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08
336,The Sims 3: Fast Lane Stuff,2010.0,Simulation,Electronic Arts,0.01,0.05,0.0,0.02,0.08
337,Tomb Raider: Underworld,2008.0,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08
338,"Warhammer 40,000: Dawn of War II - Retribution",2011.0,Strategy,THQ,0.0,0.06,0.0,0.02,0.08
339,Silent Hunter III,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08
340,Serious Sam 3: BFE,2011.0,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08
341,The First Templar,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08
342,Need For Speed: Undercover,2008.0,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.08
343,Minecraft: Story Mode,2015.0,Adventure,Mojang,0.02,0.05,0.0,0.01,0.08
344,Rayman Origins,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08
345,Need for Speed Underground 2,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08
346,Need for Speed: Most Wanted,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08
347,The Lord of the Rings: The Battle for Middle-Earth,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08
348,Metal Gear Solid V: The Phantom Pain,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08
349,Divinity II: Ego Draconis,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08
350,Torchlight,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07
351,The Sims 3: Barnacle Bay,2011.0,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.07
352,SimCity 4: Deluxe Edition,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07
353,Goodbye Deponia,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07
354,Pro Farm 1,2011.0,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07
355,Dark Souls,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
356,The Testament of Sherlock Holmes,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
357,Operation Flashpoint: Red River,2011.0,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07
358,F.E.A.R. 2: Project Origin,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
359,Kane & Lynch 2: Dog Days,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
360,Fable: The Lost Chapters,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07
361,Football Manager 2010,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07
362,Microsoft Flight Simulator 2004: A Century of Flight,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07
363,Emergency 2012,2010.0,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07
364,Hearts of Iron III,2009.0,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07
365,The Sims 2: Seasons,2007.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07
366,Battleborn,2016.0,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07
367,Assassin's Creed: Rogue,2015.0,Action,Ubisoft,0.04,0.02,0.0,0.01,0.07
368,Command & Conquer 3: Tiberium Wars,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07
369,Resident Evil 5,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07
370,GRID 2,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07
371,Alan Wake,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07
372,Cities XL 2012,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07
373,Age of Empires III: The Asian Dynasties,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07
374,TRON: Evolution,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07
375,Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07
376,The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06
377,The Book of Unwritten Tales: The Critter Chronicles,2011.0,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06
378,Lego Batman 3: Beyond Gotham,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06
379,Star Wars Knights of the Old Republic II: The Sith Lords,2005.0,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
380,Age of Empires Online,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06
381,Blur,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06
382,Unreal Tournament III,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06
383,The Next BIG Thing,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
384,Call of Duty 2,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
385,A New Beginning,2010.0,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06
386,S.T.A.L.K.E.R.: Call of Pripyat,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06
387,The Witcher,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06
388,Sacred 2: Fallen Angel,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
389,Dead Rising 2: Off the Record,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06
390,EverQuest II: Destiny of Velious,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06
391,Remember Me,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06
392,Syndicate,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
393,Need for Speed: Shift,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06
394,Zoo Tycoon: Complete Collection,2003.0,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
395,Create,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06
396,Zoo Tycoon 2,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06
397,LEGO Batman: The Videogame,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
398,pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06
399,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06
400,The Saboteur,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06
401,The Sims 2: University,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06
402,Harry Potter and the Sorcerer's Stone,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06
403,Murdered: Soul Suspect,2014.0,Action,Square Enix,0.0,0.05,0.0,0.01,0.06
404,Mirror's Edge,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06
405,Titan Quest,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06
406,Dungeon Keeper 2,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06
407,Gothic 3,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
408,F1 2010,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06
409,The Lost Chronicles of Zerzura,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06
410,Ski Region Simulator,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06
411,4 Elements,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05
412,Airline Tycoon 2,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
413,Medal of Honor: Airborne,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05
414,IL-2 Sturmovik: Cliffs of Dover,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
415,"Murder, She Wrote",2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
416,Front Mission Evolved,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
417,Dark Souls III,2016.0,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05
418,Tom Clancy's HAWX 2,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
419,Venetica,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
420,FIFA 17,2016.0,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05
421,Hunted: The Demon's Forge,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
422,The Bureau: XCOM Declassified,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
423,Cities in Motion,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
424,Microsoft Flight Simulator X Acceleration Expansion Pack,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
425,Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
426,Plants vs. Zombies,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05
427,Star Wars: Republic Commando,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05
428,Bejeweled Twist,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
429,Street Fighter V,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
430,Sherlock Holmes: Crimes & Punishments,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
431,Men of War: Assault Squad,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05
432,Mirror's Edge Catalyst,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05
433,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.01,0.05
434,DiRT 2,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05
435,Singularity,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
436,"Warhammer 40,000: Dawn of War",2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
437,Need for Speed Carbon,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
438,Empire Earth,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05
439,Freelancer,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
440,Operation Flashpoint: Dragon Rising,2009.0,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05
441,LEGO Indiana Jones 2: The Adventure Continues,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05
442,Sesame Street: Cookie's Counting Carnival,2010.0,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05
443,Need for Speed Underground,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
444,Worms Reloaded,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
445,StarCraft,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05
446,Far Cry,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05
447,Ship Simulator Extremes,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
448,FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05
449,The Sims,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
450,Payday 2,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05
451,Grand Ages: Medieval,2015.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05
452,Company of Heroes,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
453,Silent Hunter: Wolves of the Pacific,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
454,Jonah Lomu Rugby Challenge,2011.0,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05
455,Microsoft Train Simulator,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
456,Supreme Commander,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
457,F1 2015,2015.0,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05
458,FIFA Manager 12,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05
459,Mafia,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05
460,Black Mirror 2,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
461,City Life: World Edition,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05
462,Wolfenstein,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05
463,Sesame Street: Elmo's A-to-Zoo Adventure,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05
464,Tropico 3,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05
465,Avatar: The Game,2009.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
466,Plants vs. Zombies: Garden Warfare 2,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
467,Secret Files: Tunguska,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05
468,Jewel Master: Cradle Of Rome 2,2011.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04
469,Runaway: A Twist of Fate,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04
470,Tom Clancy's HAWX,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
471,Praetorians,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
472,Resident Evil 6,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04
473,IL-2 Sturmovik: 1946,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04
474,Split/Second,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04
475,Jewel Quest 5: The Sleepless Star,2011.0,Action,Astragon,0.01,0.02,0.0,0.01,0.04
476,Life is Strange,2016.0,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04
477,Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04
478,Pro Evolution Soccer 2016,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04
479,LEGO Indiana Jones: The Original Adventures,2008.0,Action,LucasArts,0.02,0.02,0.0,0.01,0.04
480,The Sims 2: Pets,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
481,The Sims Deluxe,2002.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
482,Port Royale 2,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04
483,Black & White,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04
484,NCIS,2011.0,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04
485,Company of Heroes: Tales of Valor,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04
486,Devil May Cry 4,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04
487,Heroes of Might and Magic V,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
488,Virtua Tennis 4,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04
489,Farm Frenzy 3,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04
490,Major League Baseball 2K12,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
491,Imperial Glory,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
492,Sonic PC Collection,2009.0,Misc,Sega,0.0,0.04,0.0,0.01,0.04
493,Lost Planet 3,2013.0,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04
494,Rise of Nations,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
495,Company of Heroes: Opposing Fronts,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04
496,Men of War: Vietnam,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04
497,Off-Road Drive,2011.0,Racing,1C Company,0.0,0.03,0.0,0.01,0.04
498,Grand Theft Auto: Vice City,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
499,Resident Evil: Operation Raccoon City,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04
500,Empire Earth III,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
501,Guild Wars Trilogy,2005.0,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04
502,Patrician IV,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04
503,CSI: Fatal Conspiracy,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
504,Resident Evil: Revelations,2013.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04
505,Castlevania: Lords of Shadow 2,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
506,All Points Bulletin,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04
507,The Movies,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04
508,The Sims 4: Spa Day,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04
509,JASF: Jane's Advanced Strike Fighters,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04
510,Scarface: The World is Yours,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04
511,Blood Bowl,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04
512,Supreme Commander: Forged Alliance,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01,0.04
513,Sid Meier's Railroads!,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04
514,Caesar IV,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
515,Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04
516,Halo: Combat Evolved,2003.0,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
517,Richard Burns Rally,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04
518,Saints Row 2,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04
519,Harry Potter and the Prisoner of Azkaban,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04
520,LEGO Jurassic World,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
521,Secret Files 2: Puritas Cordis,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04
522,Civilization Beyond Earth: Rising Tide,2015.0,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04
523,Train Simulator 2016,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04
524,APB Reloaded,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04
525,Railroad Tycoon 3,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04
526,Trine 2,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
527,Worms: Ultimate Mayhem,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04
528,The Night of the Rabbit,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04
529,Age of Mythology: The Titans,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04
530,World of Goo,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
531,World in Conflict,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
532,S.T.A.L.K.E.R.: Clear Sky,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04
533,World in Conflict: Complete Edition,2009.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
534,Caesar III,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
535,Tomb Raider: Anniversary,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
536,Gothic Universe,2007.0,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.04
537,Alpha Protocol,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04
538,DarkStar One,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04
539,Sins of a Solar Empire: Trinity,2010.0,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04
540,Planescape: Torment,1998.0,Role-Playing,Interplay,0.01,0.02,0.0,0.01,0.04
541,Hello Kitty: Roller Rescue,2005.0,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.04
542,A Game of Thrones: Genesis,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
543,Hotel Giant 2,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.01,0.04
